timestamp,street,sample_address,lat,lng,status_code,raw_results,new_results,error_message
2026-05-24T18:08:14Z,Dawson Rd,"44 Dawson Rd, Guelph, ON N1H 5V1, Canada",43.5458132,-80.27520009999999,200,20,17,
2026-05-24T18:08:15Z,Kendall St,"124 Kendall St, Point Edward, ON N7V 4G5, Canada",42.9957619,-82.4024644,200,20,12,
2026-05-24T18:08:16Z,Colborne St,"295 Colborne St, Chatham, ON N7M 3M3, Canada",42.4103146,-82.16978429999999,200,19,15,
2026-05-24T18:08:17Z,McNaughton Ave,"74 McNaughton Ave, Wallaceburg, ON N8A 1R9, Canada",42.5836418,-82.3829258,200,20,18,
2026-05-24T18:08:18Z,Nafziger Rd,"1282 Nafziger Rd, New Hamburg, ON N3A 3G8, Canada",43.387897,-80.6849448,200,19,16,
2026-05-24T18:08:20Z,Main St N,"218 Main St N, Bothwell, ON N0P 1C0, Canada",42.6303501,-81.86981999999999,200,20,13,
2026-05-24T18:08:21Z,Oxford St E,"1840 Oxford St E, London, ON N5V 3R6, Canada",43.0166927,-81.1861181,200,20,18,
2026-05-24T18:08:22Z,Pattullo Ave,"1125 Pattullo Ave, Woodstock, ON N4V 1B6, Canada",43.1107012,-80.7210657,200,18,13,
2026-05-24T18:08:23Z,Sawmill Rd,"3044 Sawmill Rd, St. Jacobs, ON N0B 2N0, Canada",43.5450453,-80.549379,200,20,15,
2026-05-24T18:08:24Z,Strasburg Rd,"1655 Strasburg Rd, Kitchener, ON N2R 0C9, Canada",43.3974988,-80.4669203,200,20,16,
2026-05-24T18:08:25Z,Seacliff Dr W,"361 Seacliff Dr W, Leamington, ON N8H 4C9, Canada",42.0357143,-82.6323274,200,20,17,
2026-05-24T18:08:26Z,Burwell Rd,"148 Burwell Rd, St Thomas, ON N5P 3R8, Canada",42.790873,-81.1663621,200,20,17,
2026-05-24T18:08:27Z,Pioneer Line,"8589 Pioneer Line, Chatham, ON N7M 5J2, Canada",42.4345881,-82.2260695,200,19,17,
2026-05-24T18:08:28Z,Bysham Park Dr,"140 Bysham Park Dr, Woodstock, ON N4T 1R2, Canada",43.1400831,-80.7176167,200,19,15,
2026-05-24T18:08:29Z,Sunset Dr,"16 Sunset Dr, St Thomas, ON N5P 1A2, Canada",42.7790979,-81.2123577,200,20,19,
2026-05-24T18:08:30Z,Wilton Grove Rd,"1095 Wilton Grove Rd, London, ON N6N 1C9, Canada",42.9273645,-81.1889291,200,20,19,
2026-05-24T18:08:31Z,Woodstock St N,"66 Woodstock St N #201, Tavistock, ON N0B 2R0, Canada",43.3229041,-80.8358209,200,20,15,
2026-05-24T18:08:33Z,Quarterman Rd,"56 Quarterman Rd, Guelph, ON N1C 0A8, Canada",43.48352,-80.21208,200,19,10,
2026-05-24T18:08:34Z,Christina St N,"454 Christina St N, Sarnia, ON N7T 5W6, Canada",42.9814723,-82.4022495,200,20,19,
2026-05-24T18:08:35Z,Ingersoll St S,"267 Ingersoll St S, Ingersoll, ON N5C 3J7, Canada",43.0236488,-80.88951639999999,200,20,16,
2026-05-24T18:08:36Z,ON-77,"514 ON-77, Staples, ON N8H 3V8, Canada",42.0863384,-82.5971174,200,20,17,
2026-05-24T18:08:37Z,Progress Dr,"4480 Progress Dr, Petrolia, ON N0N 1R0, Canada",42.8891746,-82.12600499999999,200,20,1,
2026-05-24T18:08:38Z,Bathurst Dr,"80 Bathurst Dr, Waterloo, ON N2V 1V9, Canada",43.5090752,-80.537992,200,20,15,
2026-05-24T18:08:39Z,Egremont Dr,"5703 Egremont Dr, Ilderton, ON N0M 2A0, Canada",43.0015675,-81.475871,200,20,17,
2026-05-24T18:08:40Z,Argyle Ave,"102 Argyle Ave, Delhi, ON N4B 1J3, Canada",42.84888249999999,-80.4875545,200,20,14,
2026-05-24T18:08:41Z,High St E,"155 High St E, Strathroy, ON N7G 1H4, Canada",42.9598495,-81.6118984,200,20,12,
2026-05-24T18:08:42Z,George St,"310 George St, Port Stanley, ON N5L 1C9, Canada",42.6639352,-81.2148054,200,19,14,
2026-05-24T18:08:44Z,Queen St S,"151 Queen St S, Tilbury, ON N0P 2L0, Canada",42.2472906,-82.4335428,200,20,18,
2026-05-24T18:08:45Z,Parkinson Rd,"1400 Parkinson Rd, Woodstock, ON N4S 7W3, Canada",43.1231584,-80.7071885,200,20,8,
2026-05-24T18:08:46Z,Norwich Ave,"80 Norwich Ave, Woodstock, ON N4S 1P7, Canada",43.1287494,-80.74315039999999,200,20,15,
2026-05-24T18:08:47Z,Shoemaker St,"200 Shoemaker St, Kitchener, ON N2E 3E1, Canada",43.4060539,-80.4677799,200,20,18,
2026-05-24T18:08:48Z,Regal Rd,"80 Regal Rd, Guelph, ON N1K 1B5, Canada",43.5503959,-80.3035041,200,20,17,
2026-05-24T18:08:49Z,Talbot Rd E,"702 Talbot Rd E, Wheatley, ON N0P 2P0, Canada",42.0763457,-82.50307889999999,200,6,5,
2026-05-24T18:08:50Z,Scott Ave,"21 Scott Ave, Paris, ON N3L 3G2, Canada",43.2135496,-80.39416299999999,200,20,15,
2026-05-24T18:08:51Z,Vidal St S,"1265 Vidal St S, Sarnia, ON N7T 7Y2, Canada",42.9479605,-82.41628639999999,200,20,15,
2026-05-24T18:08:52Z,Sprucewood Ave,"600 Sprucewood Ave, Windsor, ON N9C 0B2, Canada",42.2603893,-83.0938511,200,20,13,
2026-05-24T18:08:53Z,Bessemer Rd,"77 Bessemer Rd #15, London, ON N6E 1P9, Canada",42.9299539,-81.2106797,200,20,18,
2026-05-24T18:08:54Z,Bleams Rd,"3551 Bleams Rd, New Hamburg, ON N3A 2J1, Canada",43.3767135,-80.6949308,200,20,14,
2026-05-24T18:08:55Z,Waydom Dr,"15 Waydom Dr, Ayr, ON N0B 1E0, Canada",43.3341953,-80.4446666,200,20,17,
2026-05-24T18:08:57Z,Catherine St,"4188 Catherine St, Dorchester, ON N0L 1G2, Canada",42.9904696,-81.0630247,200,20,17,
2026-05-24T18:08:58Z,Hagerty Rd,"22789 Hagerty Rd, Newbury, ON N0L 1Z0, Canada",42.6811374,-81.793912,200,20,11,
2026-05-24T18:08:59Z,Halford Dr,"2035 Halford Dr, Windsor, ON N9G 3E2, Canada",42.2419812,-82.96794299999999,200,20,13,
2026-05-24T18:09:00Z,Minto Rd,"41 Minto Rd, Guelph, ON N1K 1H5, Canada",43.531165,-80.31782910000001,200,20,14,
2026-05-24T18:09:01Z,Lorne Ave E,"341 Lorne Ave E, Stratford, ON N4Z 0A6, Canada",43.3525054,-80.9812741,200,20,10,
2026-05-24T18:09:02Z,Northumberland St,"1379 Northumberland St, Ayr, ON N0B 1E0, Canada",43.3101402,-80.4716735,200,17,13,
2026-05-24T18:09:03Z,Elginfield Rd,"2296 Elginfield Rd, Parkhill, ON N0M 2K0, Canada",43.1529152,-81.6811032,200,19,15,
2026-05-24T18:09:04Z,Front St,"494 Front St, Watford, ON N0M 2S0, Canada",42.9459287,-81.8806149,200,20,14,
2026-05-24T18:09:05Z,Weber St N,"650 Weber St N, Waterloo, ON N2V 2N2, Canada",43.5045637,-80.5544353,200,20,19,
2026-05-24T18:09:06Z,Exmouth St,"889 Exmouth St Unit #9, Sarnia, ON N7T 5R3, Canada",42.9847396,-82.3773226,200,20,19,
2026-05-24T18:09:08Z,Arkona Rd,"7227 Arkona Rd, Arkona, ON N0M 1B0, Canada",43.06601,-81.83433,200,20,12,
2026-05-24T18:09:09Z,Turnbull Ct,"175 Turnbull Ct, Cambridge, ON N1T 1C6, Canada",43.4041266,-80.30078929999999,200,20,14,
2026-05-24T18:09:10Z,Thompson Dr,"70 Thompson Dr unit 6, Cambridge, ON N1T 2C7, Canada",43.4071047,-80.2916992,200,20,18,
2026-05-24T18:09:11Z,Courtright Line,"79 Courtright Line, Courtright, ON N0N 1H0, Canada",42.8144577,-82.4661699,200,20,18,
2026-05-24T18:09:12Z,Pinebush Rd,"465 Pinebush Rd Unit 5, Cambridge, ON N1T 2J4, Canada",43.4143414,-80.28888409999999,200,20,17,
2026-05-24T18:09:13Z,Robinson St,"113 Robinson St, Sarnia, ON N7T 8E9, Canada",42.9581735,-82.3906536,200,20,19,
2026-05-24T18:09:14Z,Smith St,"451 Smith St, Arthur, ON N0G 1A0, Canada",43.8351187,-80.5523639,200,20,12,
